Player,Nation,Squad,Comp,Age,FW,MF,DF,GK,Nation_enc,Squad_enc,Comp_enc
Tyler Dibling,ENG,Southampton,Premier League,18.0,1,1,0,0,31,79,2
Diego,ESP,Leganés,La Liga,24.0,1,1,0,0,33,46,0
Justin Diehl,GER,Stuttgart,de Bundesliga,20.0,1,0,1,0,40,82,4
Bamba Dieng,SEN,Angers,Ligue 1,24.0,1,1,0,0,91,1,1
Eric Dier,ENG,Bayern Munich,de Bundesliga,31.0,0,0,1,0,31,10,4
Lucas Digne,FRA,Aston Villa,Premier League,31.0,0,0,1,0,36,3,2
Kembo Diliwidi,FRA,Lens,Ligue 1,19.0,0,0,1,0,36,48,1
Federico Dimarco,ITA,Inter,Serie A,27.0,1,0,1,0,55,39,3
Stole Dimitrievski,MKD,Valencia,La Liga,31.0,0,0,0,1,69,88,0
Junior Dina Ebimbe,FRA,Eint Frankfurt,de Bundesliga,24.0,1,1,0,0,36,24,4
Eren Dinkçi,GER,Freiburg,de Bundesliga,23.0,1,1,0,0,40,29,4
Sinaly Diomande,CIV,Auxerre,Ligue 1,23.0,0,0,1,0,16,8,1
Lois Diony,FRA,Angers,Ligue 1,32.0,1,0,0,0,36,1,1
Issa Diop,FRA,Fulham,Premier League,28.0,0,0,1,0,36,30,2
Sérigné Diop,SEN,Brest,Ligue 1,19.0,1,0,0,0,91,16,1
Sofiane Diop,FRA,Nice,Ligue 1,24.0,1,1,0,0,36,65,1
Andy Diouf,FRA,Lens,Ligue 1,21.0,0,1,0,0,36,48,1
Yehvann Diouf,FRA,Reims,Ligue 1,25.0,0,0,0,1,36,74,1
Assane Dioussé,SEN,Auxerre,Ligue 1,27.0,0,1,0,0,91,8,1
Axel Disasi,FRA,Chelsea,Premier League,26.0,0,0,1,0,36,20,2
Roman Dixon,ENG,Everton,Premier League,20.0,0,0,1,0,31,27,2
Álvaro djaló,ESP,Athletic Club,La Liga,25.0,1,0,0,0,33,5,0
Djené,TOG,Getafe,La Liga,33.0,0,1,1,0,99,32,0
Nasser Djiga,BFA,Wolves,Premier League,22.0,0,0,1,0,10,95,2
Berat Djimsiti,ALB,Atalanta,Serie A,32.0,0,0,1,0,0,4,3
Marko Dmitrović,SRB,Leganés,La Liga,33.0,0,0,0,1,93,46,0
Ritsu Doan,JPN,Freiburg,de Bundesliga,26.0,1,0,0,0,58,29,4
Dodô,BRA,Fiorentina,Serie A,26.0,0,0,1,0,12,28,3
Danilho Doekhi,NED,Union Berlin,de Bundesliga,26.0,0,0,1,0,76,87,4
Matt Doherty,IRL,Wolves,Premier League,33.0,0,0,1,0,50,95,2
Jeremy Doku,BEL,Manchester City,Premier League,22.0,1,1,0,0,8,55,2
Marc Domenech,ESP,Mallorca,La Liga,19.0,1,0,0,0,33,54,0
Álex Domínguez,ESP,Toulouse,Ligue 1,26.0,0,0,0,1,33,85,1
Benjamín Domínguez,ARG,Bologna,Serie A,21.0,1,0,0,0,3,13,3
Carlos Dominguez,ESP,Celta Vigo,La Liga,24.0,0,0,1,0,33,19,0
Israel Domínguez,ESP,Sevilla,La Liga,21.0,1,0,0,0,33,78,0
Nicolás Domínguez,ARG,Nott'ham Forest,Premier League,26.0,1,1,0,0,3,66,2
Sergi Dominguez,ESP,Barcelona,La Liga,19.0,0,0,1,0,33,9,0
Gianluigi Donnarumma,ITA,Paris S-G,Ligue 1,26.0,0,0,0,1,55,68,1
Patrick Dorgu,DEN,Lecce,Serie A,20.0,1,0,1,0,27,45,3
Alfie Dorrington,ENG,Tottenham,Premier League,19.0,0,0,1,0,31,84,2
Niklas Dorsch,GER,Heidenheim,de Bundesliga,27.0,0,1,0,0,40,35,4
Alberto Dossena,ITA,Como,Serie A,26.0,0,0,1,0,55,21,3
Abdoulaye Doucouré,MLI,Everton,Premier League,32.0,0,1,0,0,70,27,2
Cheick Doucouré,MLI,Crystal Palace,Premier League,25.0,0,1,0,0,70,22,2
Désiré Doué,FRA,Paris S-G,Ligue 1,19.0,1,1,0,0,36,68,1
Guela Doué,CIV,Strasbourg,Ligue 1,22.0,0,0,1,0,16,81,1
Douglas,BRA,Nantes,Ligue 1,28.0,0,1,0,0,12,62,1
Ismaël Doukouré,FRA,Strasbourg,Ligue 1,21.0,0,1,1,0,36,81,1
Issa Doumbia,CIV,Venezia,Serie A,21.0,0,1,0,0,16,90,3
Kamory Doumbia,MLI,Brest,Ligue 1,22.0,0,1,0,0,70,16,1
Amidou Doumbouya,FRA,Nice,Ligue 1,17.0,0,0,1,0,36,65,1
Anastasios Douvikas,GRE,Celta Vigo,La Liga,25.0,1,0,0,0,44,19,0
Artem Dovbyk,UKR,Roma,Serie A,27.0,1,0,0,0,102,76,3
Flynn Downes,ENG,Southampton,Premier League,26.0,0,1,0,0,31,79,2
Tommy Doyle,ENG,Wolves,Premier League,23.0,0,1,0,0,31,95,2
Radu Drăgușin,ROU,Tottenham,Premier League,23.0,0,0,1,0,88,84,2
Patrick Drewes,GER,Bochum,de Bundesliga,32.0,0,0,0,1,40,12,4
Tim Drexler,GER,Hoffenheim,de Bundesliga,20.0,0,0,1,0,40,37,4
Domingos Duarte,POR,Getafe,La Liga,30.0,0,0,1,0,86,32,0
Martin Dúbravka,SVK,Newcastle Utd,Premier League,36.0,0,0,0,1,96,64,2
Marvin Ducksch,GER,Werder Bremen,de Bundesliga,31.0,1,0,0,0,40,92,4
Ondrej Duda,SVK,Hellas Verona,Serie A,30.0,0,1,0,0,96,36,3
Duk,CPV,Leganés,La Liga,25.0,1,1,0,0,21,46,0
Denzel Dumfries,NED,Inter,Serie A,28.0,1,0,1,0,76,39,3
Alfred Duncan,GHA,Venezia,Serie A,32.0,0,1,0,0,41,90,3
Lewis Dunk,ENG,Brighton,Premier League,33.0,0,0,1,0,31,17,2
Jáder Durán,COL,Aston Villa,Premier League,21.0,1,0,0,0,19,3,2
Pablo Durán,ESP,Celta Vigo,La Liga,23.0,1,1,0,0,33,19,0
Julien Duranville,BEL,Dortmund,de Bundesliga,18.0,1,1,0,0,8,23,4
Hugo Duro,ESP,Valencia,La Liga,25.0,1,0,0,0,33,88,0
Jean-Kevin Duverne,HAI,Nantes,Ligue 1,27.0,0,0,1,0,47,62,1
Paulo Dybala,ARG,Roma,Serie A,31.0,1,1,0,0,3,76,3
Stefan Džodić,SRB,Montpellier,Ligue 1,19.0,0,1,1,0,93,60,1
Adam Dźwigała,POL,St. Pauli,de Bundesliga,29.0,0,1,1,0,85,80,4
Aron Dønnum,NOR,Toulouse,Ligue 1,26.0,0,1,1,0,79,85,1
Enzo Ebosse,CMR,Udinese,Serie A,25.0,0,0,1,0,17,86,3
Ederson,BRA,Manchester City,Premier League,31.0,0,0,0,1,12,55,2
Éderson,BRA,Atalanta,Serie A,25.0,0,1,0,0,12,4,3
Noah Edjouma,FRA,Toulouse,Ligue 1,19.0,1,1,0,0,36,85,1
George Edmundson,ENG,Ipswich Town,Premier League,27.0,0,0,1,0,31,40,2
Odsonne Édouard,FRA,Leicester City,Premier League,27.0,1,0,0,0,36,47,2
Samuel Edozie,ENG,Southampton,Premier League,22.0,1,0,1,0,31,79,2
Ronnie Edwards,ENG,Southampton,Premier League,21.0,0,0,1,0,31,79,2
Johannes Eggestein,GER,St. Pauli,de Bundesliga,26.0,1,0,0,0,40,80,4
Maximilian Eggestein,GER,Freiburg,de Bundesliga,28.0,0,1,0,0,40,29,4
Kingsley Ehizibue,NED,Udinese,Serie A,29.0,0,0,1,0,76,86,3
Chidera Ejuke,NGA,Sevilla,La Liga,27.0,1,0,0,0,77,78,0
Jeff Ekhator,ITA,Genoa,Serie A,18.0,1,1,0,0,55,31,3
Hugo Ekitike,FRA,Eint Frankfurt,de Bundesliga,22.0,1,0,0,0,36,24,4
Jurgen Ekkelenkamp,NED,Udinese,Serie A,24.0,0,1,0,0,76,86,3
Jacques Ekomie,GAB,Angers,Ligue 1,21.0,0,0,1,0,37,1,1
Emmanuel Ekong,SWE,Empoli,Serie A,22.0,1,1,0,0,98,25,3
Caleb Ekuban,GHA,Genoa,Serie A,30.0,1,0,0,0,41,31,3
Pierre Ekwah Elimby,FRA,Saint-Étienne,Ligue 1,23.0,0,1,0,0,36,77,1
Anthony Elanga,SWE,Nott'ham Forest,Premier League,22.0,1,1,0,0,98,66,2
Meschak Elia,COD,Nantes,Ligue 1,27.0,1,0,1,0,18,62,1
Mikael Ellertsson,ISL,Venezia,Serie A,22.0,0,1,1,0,53,90,3
Harvey Elliott,ENG,Liverpool,Premier League,21.0,1,1,0,0,31,51,2
Elif Elmas,MKD,RB Leipzig,de Bundesliga,25.0,0,1,0,0,69,70,4
Aritz Elustondo,ESP,Real Sociedad,La Liga,30.0,0,0,1,0,33,73,0
Nico Elvedi,SUI,Gladbach,de Bundesliga,28.0,0,0,1,0,94,34,4
Adri Embarba,ESP,Rayo Vallecano,La Liga,32.0,1,1,0,0,33,71,0
Breel Embolo,SUI,Monaco,Ligue 1,28.0,1,1,0,0,94,59,1
Emanuel Emegha,NED,Strasbourg,Ligue 1,22.0,1,0,0,0,76,81,1
Emerson,BRA,Milan,Serie A,26.0,0,0,1,0,12,58,3
Yunus Emre Konak,TUR,Brentford,Premier League,19.0,1,1,0,0,101,15,2
Julio Enciso,PAR,Brighton,Premier League,21.0,1,1,0,0,82,17,2
Wataru Endo,JPN,Liverpool,Premier League,32.0,0,1,0,0,58,51,2
Endrick,BRA,Real Madrid,La Liga,18.0,1,0,0,0,12,72,0
Yannik Engelhardt,GER,Como,Serie A,24.0,0,1,1,0,40,21,3
Arne Engels,BEL,Augsburg,de Bundesliga,21.0,1,1,0,0,8,7,4
Christian Eriksen,DEN,Manchester Utd,Premier League,33.0,0,1,0,0,27,56,2
Martin Erlic,CRO,Bologna,Serie A,27.0,0,0,1,0,23,13,3
Patrick Erras,GER,Holstein Kiel,de Bundesliga,30.0,0,0,1,0,40,38,4
Alfonso Espino,URU,Rayo Vallecano,La Liga,33.0,0,0,1,0,103,71,0
Sebastiano Esposito,ITA,Empoli,Serie A,22.0,1,1,0,0,55,25,3
Romain Esse,ENG,Crystal Palace,Premier League,19.0,0,1,0,0,31,22,2
Samuel Essende,COD,Augsburg,de Bundesliga,27.0,1,0,0,0,18,7,4
Dario Essugo,POR,Las Palmas,La Liga,19.0,0,1,0,0,86,42,0
Nahuel Estévez,ARG,Parma,Serie A,29.0,0,1,0,0,3,69,3
Pervis Estupiñán,ECU,Brighton,Premier League,27.0,0,0,1,0,29,17,2
Etienne Eto'o,CMR,Rayo Vallecano,La Liga,22.0,1,0,0,0,17,71,0
Evanilson,BRA,Bournemouth,Premier League,25.0,1,0,0,0,12,14,2
Jonny Evans,NIR,Manchester Utd,Premier League,37.0,0,0,1,0,78,56,2
Edu Expósito,ESP,Espanyol,La Liga,28.0,1,1,0,0,33,26,0
Eberechi Eze,ENG,Crystal Palace,Premier League,26.0,1,1,0,0,31,22,2
Abde Ezzalzouli,MAR,Betis,La Liga,23.0,1,1,0,0,67,11,0
Giovanni Fabbian,ITA,Bologna,Serie A,22.0,0,1,0,0,55,13,3
Łukasz Fabiański,POL,West Ham,Premier League,39.0,0,0,0,1,85,93,2
Alieu Fadera,GAM,Como,Serie A,23.0,1,0,1,0,38,21,3
Wout Faes,BEL,Leicester City,Premier League,26.0,0,0,1,0,8,47,2
Nicolò Fagioli,ITA,Juventus,Serie A,24.0,0,1,0,0,55,41,3
Romain Faivre,FRA,Brest,Ligue 1,26.0,1,1,0,0,36,16,1
Wladimiro Falcone,ITA,Lecce,Serie A,29.0,0,0,0,1,55,45,3
Davide Faraoni,ITA,Hellas Verona,Serie A,33.0,0,0,1,0,55,36,3
Abdul Fatawu Issahaku,GHA,Leicester City,Premier League,21.0,1,0,0,0,41,47,2
Ansu Fati,ESP,Barcelona,La Liga,22.0,1,0,0,0,33,9,0
Khalil Fayad,FRA,Montpellier,Ligue 1,20.0,1,1,0,0,36,60,1
Jacopo Fazzini,ITA,Empoli,Serie A,21.0,1,1,0,0,55,25,3
Peter Federico,DOM,Getafe,La Liga,22.0,1,1,0,0,28,32,0
Nabil Fekir,FRA,Betis,La Liga,31.0,0,1,0,0,36,11,0
Mattia Felici,ITA,Cagliari,Serie A,23.0,1,1,0,0,55,18,3
Luiz Felipe,ITA,Marseille,Ligue 1,27.0,0,0,1,0,55,57,1
João Félix,POR,Milan,Serie A,25.0,0,1,0,0,86,58,3
Kiko Femenía,ESP,Villarreal,La Liga,34.0,0,0,1,0,33,91,0
Evan Ferguson,IRL,Brighton,Premier League,20.0,1,0,0,0,50,17,2
Lewis Ferguson,SCO,Bologna,Serie A,25.0,0,1,0,0,90,13,3
Zinedine Ferhat,ALG,Angers,Ligue 1,32.0,1,0,0,0,1,1,1
Bruno Fernandes,POR,Manchester Utd,Premier League,30.0,0,1,0,0,86,56,2
Edimilson Fernandes,SUI,Brest,Ligue 1,28.0,0,1,0,0,94,16,1
Mateus Fernandes,POR,Southampton,Premier League,20.0,0,1,0,0,86,79,2
Álvaro Fernández,ESP,Sevilla,La Liga,26.0,0,0,0,1,33,78,0
Enzo Fernández,ARG,Chelsea,Premier League,24.0,0,1,0,0,3,20,2
Roberto Férnandez,ESP,Espanyol,La Liga,22.0,1,0,0,0,33,26,0
Valery Fernández,ESP,Mallorca,La Liga,25.0,1,1,0,0,33,54,0
Matias Fernandez-Pardo,BEL,Lille,Ligue 1,20.0,1,0,0,0,8,50,1
Jordan Ferri,FRA,Montpellier,Ligue 1,32.0,0,1,0,0,36,60,1
Daniel Fila,CZE,Venezia,Serie A,22.0,1,0,0,0,26,90,3
Karol Fila,POL,Strasbourg,Ligue 1,26.0,0,1,0,0,85,81,1
Kilian Fischer,GER,Wolfsburg,de Bundesliga,24.0,0,0,1,0,40,94,4
Mark Flekken,NED,Brentford,Premier League,31.0,0,0,0,1,76,15,2
Mateo Flores,ESP,Betis,La Liga,20.0,0,1,0,0,33,11,0
Phil Foden,ENG,Manchester City,Premier League,24.0,1,1,0,0,31,55,2
Malick Fofana,BEL,Lyon,Ligue 1,19.0,1,0,0,0,8,52,1
Rayan Fofana,FRA,Lens,Ligue 1,19.0,1,1,0,0,36,48,1
Seko Fofana,CIV,Rennes,Ligue 1,29.0,0,1,0,0,16,75,1
Wesley Fofana,FRA,Chelsea,Premier League,24.0,0,0,1,0,36,20,2
Yahia Fofana,CIV,Angers,Ligue 1,24.0,0,0,0,1,16,1,1
Youssouf Fofana,FRA,Milan,Serie A,26.0,0,1,0,0,36,58,3
Jonas Föhrenbach,GER,Heidenheim,de Bundesliga,29.0,0,0,1,0,40,35,4
Michael Folorunsho,ITA,Napoli,Serie A,27.0,1,1,0,0,55,63,3
Lamine Fomba,FRA,Saint-Étienne,Ligue 1,27.0,0,1,0,0,36,77,1
Carlos Forbs,POR,Wolves,Premier League,20.0,1,1,0,0,86,95,2
Pablo Fornals,ESP,Betis,La Liga,29.0,1,1,0,0,33,11,0
Omari Forson,ENG,Monza,Serie A,20.0,1,1,0,0,31,61,3
Fraser Forster,ENG,Tottenham,Premier League,36.0,0,0,0,1,31,84,2
Héctor Fort,ESP,Barcelona,La Liga,18.0,0,0,1,0,33,9,0
Dimitri Foulquier,FRA,Valencia,La Liga,31.0,0,0,1,0,36,88,0
Juan Foyth,ARG,Villarreal,La Liga,27.0,0,0,1,0,3,91,0
Alejandro Francés,ESP,Girona,La Liga,22.0,0,0,1,0,33,33,0
Przemysław Frankowski,POL,Lens,Ligue 1,29.0,0,0,1,0,85,48,1
Enric Franquesa,ESP,Leganés,La Liga,28.0,1,0,1,0,33,46,0
Ryan Fraser,SCO,Southampton,Premier League,31.0,1,0,1,0,90,79,2
Davide Frattesi,ITA,Inter,Serie A,25.0,0,1,0,0,55,39,3
Morten Frendrup,DEN,Genoa,Serie A,23.0,0,1,0,0,27,31,3
Martin Frese,DEN,Hellas Verona,Serie A,27.0,0,0,1,0,27,36,3
Remo Freuler,SUI,Bologna,Serie A,32.0,0,1,0,0,94,13,3
Marco Friedl,AUT,Werder Bremen,de Bundesliga,26.0,0,0,1,0,6,92,4
Marvin Friedrich,GER,Gladbach,de Bundesliga,29.0,0,0,1,0,40,34,4
Jeremie Frimpong,NED,Leverkusen,de Bundesliga,24.0,0,1,1,0,76,49,4
Jorge de Frutos,ESP,Rayo Vallecano,La Liga,28.0,1,1,0,0,33,71,0
Darío Fuentes,ESP,Sevilla,La Liga,22.0,0,0,1,0,33,78,0
Chris Führich,GER,Stuttgart,de Bundesliga,27.0,1,1,0,0,40,82,4
Shiō Fukuda,JPN,Gladbach,de Bundesliga,20.0,1,1,0,0,58,34,4
Angelo Fulgini,FRA,Lens,Ligue 1,28.0,1,1,0,0,36,48,1
Niclas Füllkrug,GER,West Ham,Premier League,32.0,1,0,0,0,40,93,2
Kyogo Furuhashi,JPN,Rennes,Ligue 1,30.0,1,0,0,0,58,75,1
Manuel Fuster,ESP,Las Palmas,La Liga,27.0,1,1,0,0,33,42,0
Matteo Gabbia,ITA,Milan,Serie A,25.0,0,0,1,0,55,58,3
Alessandro Gabrielloni,ITA,Como,Serie A,30.0,1,1,0,0,55,21,3
Gianluca Gaetano,ITA,Cagliari,Serie A,24.0,1,1,0,0,55,18,3
Roberto Gagliardini,ITA,Monza,Serie A,30.0,0,1,1,0,55,61,3
Cody Gakpo,NED,Liverpool,Premier League,25.0,1,0,0,0,76,51,2
Javi Galán,ESP,Atlético Madrid,La Liga,30.0,0,0,1,0,33,6,0
Iñigo Ruiz de Galarreta,ESP,Athletic Club,La Liga,31.0,0,1,0,0,33,5,0
Conor Gallagher,ENG,Atlético Madrid,La Liga,25.0,0,1,0,0,31,6,0
Antonino Gallo,ITA,Lecce,Serie A,25.0,0,0,1,0,55,45,3
Gauthier Gallon,FRA,Rennes,Ligue 1,31.0,0,0,0,1,36,75,1
Cristian Gamboa,CRC,Bochum,de Bundesliga,35.0,0,0,1,0,22,12,4
Idrissa Gana Gueye,SEN,Everton,Premier League,35.0,0,1,0,0,91,27,2
Ignatius Ganago,CMR,Nantes,Ligue 1,26.0,1,1,0,0,17,62,1
Silvère Ganvoula M'Boussy,CGO,Monza,Serie A,28.0,1,0,0,0,14,61,3
Facundo Garcés,ARG,Alavés,La Liga,25.0,0,0,1,0,3,0,0
Aleix García,ESP,Leverkusen,de Bundesliga,27.0,0,1,0,0,33,49,4
Álvaro García,ESP,Rayo Vallecano,La Liga,32.0,1,1,0,0,33,71,0
Andrés García,ESP,Aston Villa,Premier League,22.0,0,1,1,0,33,3,2
Eric García,ESP,Barcelona,La Liga,24.0,0,1,1,0,33,9,0
Fran Garcia,ESP,Real Madrid,La Liga,25.0,0,0,1,0,33,72,0
Joan García,ESP,Espanyol,La Liga,23.0,0,0,0,1,33,26,0
Pablo Garcia,ESP,Betis,La Liga,18.0,1,0,0,0,33,11,0
Rubén García,ESP,Osasuna,La Liga,31.0,1,1,0,0,33,67,0
Ulisses Garcia,SUI,Marseille,Ligue 1,29.0,0,0,1,0,94,57,1
Alejandro Garnacho,ARG,Manchester Utd,Premier League,20.0,1,1,0,0,3,56,2
James Garner,ENG,Everton,Premier League,23.0,0,1,1,0,31,27,2
Yarek Gasiorowski,ESP,Valencia,La Liga,20.0,0,0,1,0,33,88,0
Federico Gatti,ITA,Juventus,Serie A,26.0,0,0,1,0,55,41,3
Gavi,ESP,Barcelona,La Liga,20.0,0,1,0,0,33,9,0
Paulo Gazzaniga,ARG,Girona,La Liga,33.0,0,0,0,1,3,33,0
Jean-Philippe Gbamin,CIV,Nantes,Ligue 1,29.0,0,1,0,0,16,62,1
Mory Gbane,CIV,Reims,Ligue 1,24.0,0,1,1,0,16,74,1
Yann Gboho,FRA,Toulouse,Ligue 1,24.0,1,1,0,0,36,85,1
David de Gea,ESP,Fiorentina,Serie A,34.0,0,0,0,1,33,28,3
Viggo Gebel,GER,RB Leipzig,de Bundesliga,17.0,0,1,0,0,40,70,4
Lutsharel Geertruida,NED,RB Leipzig,de Bundesliga,24.0,0,0,1,0,76,70,4
Dennis Geiger,GER,Hoffenheim,de Bundesliga,26.0,1,1,0,0,40,37,4
Valentin Gendrey,FRA,Hoffenheim,de Bundesliga,24.0,0,0,1,0,36,37,4
Denis Genreau,AUS,Toulouse,Ligue 1,25.0,0,1,0,0,5,85,1
Tyrique George,ENG,Chelsea,Premier League,19.0,1,0,0,0,31,20,2
Yannick Gerhardt,GER,Wolfsburg,de Bundesliga,30.0,0,1,1,0,40,94,4
Max Geschwill,GER,Holstein Kiel,de Bundesliga,23.0,0,0,1,0,40,38,4
Daniele Ghilardi,ITA,Hellas Verona,Serie A,22.0,0,0,1,0,55,36,3
Lautaro Gianetti,ARG,Udinese,Serie A,31.0,0,0,1,0,3,86,3
Dimitris Giannoulis,GRE,Augsburg,de Bundesliga,29.0,0,0,1,0,44,7,4
Morgan Gibbs-White,ENG,Nott'ham Forest,Premier League,25.0,0,1,0,0,31,66,2
Samuel Gigot,FRA,Lazio,Serie A,31.0,0,0,1,0,36,43,3
Armin Gigovic,BIH,Holstein Kiel,de Bundesliga,22.0,0,1,0,0,11,38,4
Bryan Gil,ESP,Girona,La Liga,24.0,1,1,0,0,33,33,0
Mario Gila,ESP,Lazio,Serie A,24.0,0,0,1,0,33,43,3
Billy Gilmour,SCO,Napoli,Serie A,23.0,0,1,0,0,90,63,3
Benedikt Gimber,GER,Heidenheim,de Bundesliga,28.0,0,0,1,0,40,35,4
Santiago Giménez,MEX,Milan,Serie A,23.0,1,0,0,0,68,58,3
Gvidas Gineitis,LTU,Torino,Serie A,20.0,0,1,0,0,64,83,3
Matthias Ginter,GER,Freiburg,de Bundesliga,31.0,0,0,1,0,40,29,4
Jamie Gittens,ENG,Dortmund,de Bundesliga,20.0,1,1,0,0,31,23,4
Serge Gnabry,GER,Bayern Munich,de Bundesliga,29.0,1,1,0,0,40,10,4
Ben Godfrey,ENG,Atalanta,Serie A,27.0,0,0,1,0,31,4,3
Martial Godo,ENG,Fulham,Premier League,21.0,1,0,0,0,31,30,2
Saba Goglichidze,GEO,Empoli,Serie A,20.0,0,0,1,0,39,25,3
Edoardo Goldaniga,ITA,Como,Serie A,31.0,0,0,1,0,55,21,3
Pierluigi Gollini,ITA,Genoa,Serie A,29.0,0,0,0,1,55,31,3
Aleksandr Golovin,RUS,Monaco,Ligue 1,28.0,1,1,0,0,89,59,1
André Gomes,POR,Lille,Ligue 1,31.0,0,1,0,0,86,50,1
Angel Gomes,ENG,Lille,Ligue 1,24.0,0,1,0,0,31,50,1
João Gomes,BRA,Wolves,Premier League,24.0,0,1,0,0,12,95,2
Rodrigo Gomes,POR,Wolves,Premier League,21.0,1,0,1,0,86,95,2
Toti Gomes,POR,Wolves,Premier League,26.0,0,0,1,0,86,95,2
Carlos Gómez,COL,Rennes,Ligue 1,22.0,1,1,0,0,19,75,1
Dani Gómez,ESP,Valencia,La Liga,26.0,1,0,0,0,33,88,0
Diego Gómez,PAR,Brighton,Premier League,21.0,0,1,0,0,82,17,2
Joe Gomez,ENG,Liverpool,Premier League,27.0,0,0,1,0,31,51,2
Moi Gómez,ESP,Osasuna,La Liga,30.0,1,1,0,0,33,67,0
Sergi Gómez,ESP,Espanyol,La Liga,32.0,0,0,1,0,33,26,0
Sergio Gómez,ESP,Real Sociedad,La Liga,24.0,0,1,1,0,33,73,0
Unai Gómez,ESP,Athletic Club,La Liga,21.0,1,1,0,0,33,5,0
Tidiam Gomis,FRA,RB Leipzig,de Bundesliga,18.0,0,1,0,0,36,70,4
Fabio González,ESP,Las Palmas,La Liga,28.0,0,1,0,0,33,42,0
Nicolás González,ARG,Juventus,Serie A,26.0,1,0,0,0,3,41,3
Urko González,ESP,Real Sociedad,La Liga,23.0,0,1,0,0,33,73,0
Anthony Gordon,ENG,Newcastle Utd,Premier League,24.0,1,0,0,0,31,64,2
Leon Goretzka,GER,Bayern Munich,de Bundesliga,30.0,0,1,0,0,40,10,4
Mathieu Gorgelin,FRA,Le Havre,Ligue 1,34.0,0,0,0,1,36,44,1
Andoni Gorosabel,ESP,Athletic Club,La Liga,28.0,0,0,1,0,33,5,0
Robin Gosens,GER,Union Berlin,de Bundesliga,30.0,0,0,1,0,40,87,4
Mario Götze,GER,Eint Frankfurt,de Bundesliga,32.0,1,1,0,0,40,24,4
Amine Gouiri,ALG,Rennes,Ligue 1,25.0,1,1,0,0,1,75,1
Lucas Gourna-Douath,FRA,Roma,Serie A,21.0,0,1,0,0,36,76,3
Jeffrey Gouweleeuw,NED,Augsburg,de Bundesliga,33.0,0,0,1,0,76,7,4
Kamil Grabara,POL,Wolfsburg,de Bundesliga,26.0,0,0,0,1,85,94,4
Jonathan Gradit,FRA,Lens,Ligue 1,32.0,0,0,1,0,36,48,1
José Gragera,ESP,Espanyol,La Liga,24.0,0,1,0,0,33,26,0
Samuel Grandsir,FRA,Le Havre,Ligue 1,28.0,1,1,0,0,36,44,1
Alberto Grassi,ITA,Empoli,Serie A,30.0,0,1,0,0,55,25,3
Ryan Gravenberch,NED,Liverpool,Premier League,22.0,0,1,0,0,76,51,2
Archie Gray,ENG,Tottenham,Premier League,18.0,0,0,1,0,31,84,2
Jack Grealish,ENG,Manchester City,Premier League,29.0,1,1,0,0,31,55,2
Jacob Greaves,ENG,Ipswich Town,Premier League,24.0,0,0,1,0,31,40,2
Mason Greenwood,ENG,Marseille,Ligue 1,23.0,1,1,0,0,31,57,1
Michael Gregoritsch,AUT,Freiburg,de Bundesliga,30.0,1,0,0,0,6,29,4
Dominik Greif,SVK,Mallorca,La Liga,27.0,0,0,0,1,96,54,0
Antoine Griezmann,FRA,Atlético Madrid,La Liga,33.0,1,1,0,0,36,6,0
Vincenzo Grifo,ITA,Freiburg,de Bundesliga,31.0,1,1,0,0,55,29,4
Florian Grillitsch,AUT,Hoffenheim,de Bundesliga,29.0,0,1,0,0,6,37,4
Álex Grimaldo,ESP,Leverkusen,de Bundesliga,29.0,0,0,1,0,33,49,4
Pascal Groß,GER,Dortmund,de Bundesliga,33.0,0,1,1,0,40,23,4
Brajan Gruda,GER,Brighton,Premier League,20.0,1,1,0,0,40,17,2
Marco Grüll,AUT,Werder Bremen,de Bundesliga,26.0,1,1,0,0,6,92,4
Albert Grønbaek,DEN,Rennes,Ligue 1,23.0,1,1,0,0,27,75,1
Vicente Guaita,ESP,Celta Vigo,La Liga,38.0,0,0,0,1,33,19,0
Sergi Guardiola,ESP,Rayo Vallecano,La Liga,33.0,1,0,0,0,33,71,0
Nemanja Gudelj,SRB,Sevilla,La Liga,33.0,0,1,1,0,93,78,0
Gabriel Gudmundsson,SWE,Lille,Ligue 1,25.0,0,0,1,0,98,50,1
Gonçalo Guedes,POR,Wolves,Premier League,28.0,1,1,0,0,86,95,2
Axel Gueguin,FRA,Montpellier,Ligue 1,19.0,1,0,0,0,36,60,1
Marc Guéhi,ENG,Crystal Palace,Premier League,24.0,0,0,1,0,31,22,2
Mattéo Guendouzi,FRA,Lazio,Serie A,25.0,0,1,0,0,36,43,3
Javier Guerra,ESP,Valencia,La Liga,22.0,0,1,0,0,33,88,0
Raphaël Guerreiro,POR,Bayern Munich,de Bundesliga,31.0,0,1,1,0,86,10,4
Evann Guessand,CIV,Nice,Ligue 1,23.0,1,1,0,0,16,65,1
Ander Guevara,ESP,Alavés,La Liga,27.0,0,1,0,0,33,0,0
Pape Gueye,SEN,Villarreal,La Liga,26.0,1,1,0,0,91,91,0
Morgan Guilavogui,GUI,St. Pauli,de Bundesliga,27.0,1,1,0,0,46,80,4
Frederic Guilbert,FRA,Lecce,Serie A,30.0,0,0,1,0,36,45,3
Luis Guilherme,BRA,West Ham,Premier League,19.0,1,1,0,0,12,93,2
Hugo Guillamón,ESP,Valencia,La Liga,25.0,0,1,0,0,33,88,0
